Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Модель;Characteristics:Операционная система;Characteristics:Материал корпуса;Characteristics:Количество SIM-карт;Characteristics:Тип экрана;Characteristics:Диагональ;Characteristics:Размер изображения;Characteristics:Число пикселей на дюйм (PPI);Characteristics:Соотношение сторон;Characteristics:Тыловая камера;Characteristics:Тип корпуса;Characteristics:Тип дисплея;Characteristics:Яркость;Characteristics:Звук;Characteristics:Макс. время работы;Characteristics:Класс водонепроницаемости;Characteristics:Материал ремешка;Characteristics:Вид;Characteristics:Тип;Characteristics:Количество микрофонов;Characteristics:Вес наушника;Characteristics:Голосовой набор;Characteristics:Ответить/закончить разговор;Characteristics:Время работы;Characteristics:Материал;Characteristics:Активное шумоподавление;Characteristics:Особенности;Characteristics:Комплект поставки;Characteristics:Спецификации;Characteristics:Системные требования;Characteristics:Процессор;Characteristics:Экран;Characteristics:Разрешение;Characteristics:Число пикселей на дюйм;Characteristics:Bluetooth;Characteristics:Встроенные динамики;Characteristics:Технология дисплея;Characteristics:Full HD;Characteristics:Частота;Characteristics:Количество ядер;Characteristics:Объем видеопамяти;Characteristics:Количество Thunderbolt 3 (USB-C);Characteristics:Количество USB 3.0;Weight;Length;Width;Height;date_created
528974719861;;;;iPhone 13;Apple iPhone 13, 256 ГБ, (PRODUCT)RED, Америка;;;https://static.tildacdn.com/tild3462-3063-4261-a439-616539356265/Frame_222.png;64990;123;;;;NNJJxD6eRb4cBs6orVMH;;iPhone 13;IOS 15;Алюминий;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173;71;146;7;2022-06-28 09:13:56.282023
947799148971;;0397;;;Apple iPhone 13, 256 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 256- Америка;;;;64990;123;;"Цвет:Красный;Объем памяти:256;Регион поставки:Америка";;DekOSzdAvoCTODJzri4x;528974719861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282066
845591802641;;;;iPhone 13;Apple iPhone 13, 512 ГБ, (PRODUCT)RED, Америка;;;https://static.tildacdn.com/tild3462-3063-4261-a439-616539356265/Frame_222.png;87990;123;;;;CKZ0Otp167e7droloT9X;;iPhone 13;IOS 15;Алюминий;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173;71;146;7;2022-06-28 09:13:56.282106
812827871541;;0402;;;Apple iPhone 13, 512 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 512- Америка;;;;87990;123;;"Цвет:Красный;Объем памяти:512;Регион поставки:Америка";;SJzb8HjjkPxOgvNmf325;845591802641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282150
500818283621;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;101490;123;;;;lah0gRKf6bMsubFXF1t8;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282192
916229379201;;0341;;;Apple iPhone 13 Pro, 128 ГБ, Небесно-голубой, Ростест / Голубой- Голубой- 128 ГБ- Ростест;;;;101490;123;;"Цвет:Голубой;Объем памяти:128 ГБ;Регион поставки:Ростест";;Bh1lgjSbyLfa2CAGbeG2;500818283621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282235
311335896401;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;0;123;;;;k1RTcOmbgGUzIzabrGSL;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282277
762850382381;;0345;;;Apple iPhone 13 Pro, 256 ГБ, Небесно-голубой, Ростест / Голубой- Голубой- 256 ГБ- Ростест;;;;0;123;;"Цвет:Голубой;Объем памяти:256 ГБ;Регион поставки:Ростест";;5eRBpGbnpT9Ip0aNraPC;311335896401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282320
576668076071;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;0;123;;;;tb3dcsZ9Eei8UfoRXmur;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282363
736875947901;;0349;;;Apple iPhone 13 Pro, 512 ГБ, Небесно-голубой, Ростест / Голубой- Голубой- 512 ГБ- Ростест;;;;0;123;;"Цвет:Голубой;Объем памяти:512 ГБ;Регион поставки:Ростест";;AO7HSKIVTpf40YRhCdBU;576668076071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282406
477337933371;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;0;123;;;;2ZrTjApL74GERl4VNYaX;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282449
261901750381;;0353;;;Apple iPhone 13 Pro, 1 ТБ, Небесно-голубой, Ростест / Голубой- Голубой- 1 ТБ- Ростест;;;;0;123;;"Цвет:Голубой;Объем памяти:1 ТБ;Регион поставки:Ростест";;fuZn4Jf30glcj0b7a0v0;477337933371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282492
332074567501;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Серебристый, Ростест;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;100490;123;;;;F6lmSXPa0D5gA3jn947T;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282536
600270003201;;0342;;;Apple iPhone 13 Pro, 128 ГБ, Серебристый, Ростест- Серебристый- 128 ГБ- Ростест;;;;100490;123;;"Цвет:Серебристый;Объем памяти:128 ГБ;Регион поставки:Ростест";;1iFP1KXmpfTKY8Ysmsb8;332074567501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282583
536702364491;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Серебристый, Ростест;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;0;123;;;;ZPoTrlk58VVz4vuAkcVz;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282625
225503483841;;0346;;;Apple iPhone 13 Pro, 256 ГБ, Серебристый, Ростест- Серебристый- 256 ГБ- Ростест;;;;0;123;;"Цвет:Серебристый;Объем памяти:256 ГБ;Регион поставки:Ростест";;JuuHs1dbl0cg8Hapehz7;536702364491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282669
512703339381;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Серебристый, Ростест;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;0;123;;;;LFZfIm87EDroi9ikZuSx;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282711
914409719391;;0350;;;Apple iPhone 13 Pro, 512 ГБ, Серебристый, Ростест- Серебристый- 512 ГБ- Ростест;;;;0;123;;"Цвет:Серебристый;Объем памяти:512 ГБ;Регион поставки:Ростест";;GH2ZHTHCiBxIxF46neB1;512703339381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282756
274567910301;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Серебристый, Ростест;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;0;123;;;;kVM5xGeiUV11vrLr0rT9;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282798
152887673361;;0354;;;Apple iPhone 13 Pro, 1 ТБ, Серебристый, Ростест- Серебристый- 1 ТБ- Ростест;;;;0;123;;"Цвет:Серебристый;Объем памяти:1 ТБ;Регион поставки:Ростест";;7Cs8nNEsOEJ2XZfcUO28;274567910301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282842
588149290851;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Золотой, Ростест;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;100490;123;;;;mev2OOPPROCm1Pg0nLLl;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282884
170114666381;;0343;;;Apple iPhone 13 Pro, 128 ГБ, Золотой, Ростест- Золотой- 128 ГБ- Ростест;;;;100490;123;;"Цвет:Золотой;Объем памяти:128 ГБ;Регион поставки:Ростест";;yUet4jpSfFgLlYkPf0df;588149290851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.282929
560865952791;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Золотой, Ростест;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;0;123;;;;OLLPhRcV12BFimfzApI9;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.282971
904175223161;;0347;;;Apple iPhone 13 Pro, 256 ГБ, Золотой, Ростест- Золотой- 256 ГБ- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:256 ГБ;Регион поставки:Ростест";;PJ6Y53E9oI6lxrdycOa2;560865952791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283014
720104389031;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Золотой, Ростест;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;0;123;;;;5VNUtaInI9zkHFt7aUkU;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283057
109480150581;;0351;;;Apple iPhone 13 Pro, 512 ГБ, Золотой, Ростест- Золотой- 512 ГБ- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:512 ГБ;Регион поставки:Ростест";;yEIPkoUiAZRTPkV7SBpk;720104389031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283099
147157959241;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Золотой, Ростест;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;0;123;;;;k3GPnMY9rDFvJJSuTFH8;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283142
902736896051;;0355;;;Apple iPhone 13 Pro, 1 ТБ, Золотой, Ростест- Золотой- 1 ТБ- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:1 ТБ;Регион поставки:Ростест";;1hlxH8yVfpMHEBfzrooI;147157959241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283186
978870759781;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;100490;123;;;;xol7yGhVL81UzSTadtAG;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283230
470298033661;;0344;;;Apple iPhone 13 Pro, 128 ГБ, Графитовый, Ростест- Графитовый- 128 ГБ- Ростест;;;;100490;123;;"Цвет:Графитовый;Объем памяти:128 ГБ;Регион поставки:Ростест";;Y1SlduBSldAC53ELBFcM;978870759781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283274
448213906531;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;119990;123;;;;0RYdGf1gUDkvMUVbINZE;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283317
826621464951;;0348;;;Apple iPhone 13 Pro, 256 ГБ, Графитовый, Ростест- Графитовый- 256 ГБ- Ростест;;;;119990;123;;"Цвет:Графитовый;Объем памяти:256 ГБ;Регион поставки:Ростест";;ElzfGKlmDuPhC5zhdMHx;448213906531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283361
910533080931;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;0;123;;;;hg9dnGu0Vugbbi3IOU5y;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283405
550725238881;;0352;;;Apple iPhone 13 Pro, 512 ГБ, Графитовый, Ростест- Графитовый- 512 ГБ- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:512 ГБ;Регион поставки:Ростест";;itSKbrV2TcCR0z6v9Rfh;910533080931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283449
426587657001;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;0;123;;;;TjbmjfXnY9YNmK58ACiO;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283492
842299489951;;0356;;;Apple iPhone 13 Pro, 1 ТБ, Графитовый, Ростест- Графитовый- 1 ТБ- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:1 ТБ;Регион поставки:Ростест";;hOpGnHBSjojjJYE4CMyg;426587657001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283537
781660748221;;;;"Выбор покупателей;iPhone 13 Pro";Apple iPhone 13 Pro, 128 ГБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;75490;123;;;;Z7Kcg37GTAjCi0v45FNz;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283581
529676900741;;0403;;;Apple iPhone 13 Pro, 128 ГБ, Небесно-голубой, Америка / Голубой- Голубой- 128 ГБ- Америка;;;;75490;123;;"Цвет:Голубой;Объем памяти:128 ГБ;Регион поставки:Америка";;FAsEjfrL2pRTY6tfYhnL;781660748221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283626
589942360241;;;;"Выбор покупателей;iPhone 13 Pro";Apple iPhone 13 Pro, 256 ГБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;82490;123;;;;yfTa4oRyJS8BXxCNDuOP;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283670
220803445081;;0407;;;Apple iPhone 13 Pro, 256 ГБ, Небесно-голубой, Америка / Голубой- Голубой- 256 ГБ- Америка;;;;82490;123;;"Цвет:Голубой;Объем памяти:256 ГБ;Регион поставки:Америка";;iTyxUinOSvfdkxk2MZH5;589942360241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283715
687677580891;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;115490;123;;;;aKB6TgJ61Dl9mOIyifOo;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283759
684632349651;;0411;;;Apple iPhone 13 Pro, 512 ГБ, Небесно-голубой, Америка / Голубой- Голубой- 512 ГБ- Америка;;;;115490;123;;"Цвет:Голубой;Объем памяти:512 ГБ;Регион поставки:Америка";;sCl3fuTXLlKuOHVpl3Ck;687677580891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283805
806264750051;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;130990;123;;;;hgH8NcIBhkSNIZ6oEOOj;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283849
511631755631;;0415;;;Apple iPhone 13 Pro, 1 ТБ, Небесно-голубой, Америка / Голубой- Голубой- 1 ТБ- Америка;;;;130990;123;;"Цвет:Голубой;Объем памяти:1 ТБ;Регион поставки:Америка";;h1ySnV4UgpEROLbeSbiA;806264750051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283895
572000595001;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;79490;123;;;;3R7z17Mud7Co7z5U4rK5;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.283939
671065020911;;0404;;;Apple iPhone 13 Pro, 128 ГБ, Серебристый, Америка- Серебристый- 128 ГБ- Америка;;;;79490;123;;"Цвет:Серебристый;Объем памяти:128 ГБ;Регион поставки:Америка";;Z02lSvuy5GGCZDKsOI23;572000595001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.283987
189748097271;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;81990;123;;;;agihyDzl9VIt6x2JkZbT;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.284033
111265406761;;0408;;;Apple iPhone 13 Pro, 256 ГБ, Серебристый, Америка- Серебристый- 256 ГБ- Америка;;;;81990;123;;"Цвет:Серебристый;Объем памяти:256 ГБ;Регион поставки:Америка";;LzCePMlVyph9hGAc637t;189748097271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.284080
927371496371;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;115490;123;;;;ax3SAGKjGh2bHl3oG7ad;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.284125
901352981551;;0412;;;Apple iPhone 13 Pro, 512 ГБ, Серебристый, Америка- Серебристый- 512 ГБ- Америка;;;;115490;123;;"Цвет:Серебристый;Объем памяти:512 ГБ;Регион поставки:Америка";;u1fpCZKmag9I6O6df2kS;927371496371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.284172
610500347321;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;130990;123;;;;iIyErSoVVPN9jLTbFzUG;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.284216
148599713601;;0416;;;Apple iPhone 13 Pro, 1 ТБ, Серебристый, Америка- Серебристый- 1 ТБ- Америка;;;;130990;123;;"Цвет:Серебристый;Объем памяти:1 ТБ;Регион поставки:Америка";;1b6Da4ZdzU1Zne6BxtTA;610500347321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.284264
281318409781;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Золотой, Америка;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;74990;123;;;;0F3kYkx0RvUBv6ut7SbO;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.284315
979320859171;;0405;;;Apple iPhone 13 Pro, 128 ГБ, Золотой, Америка- Золотой- 128 ГБ- Америка;;;;74990;123;;"Цвет:Золотой;Объем памяти:128 ГБ;Регион поставки:Америка";;lExhYV1NExelprj0JppI;281318409781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.284363
676434885291;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Золотой, Америка;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;82490;123;;;;iB8Ml7Lx53dLh9jskNYN;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.284409
445143894881;;0409;;;Apple iPhone 13 Pro, 256 ГБ, Золотой, Америка- Золотой- 256 ГБ- Америка;;;;82490;123;;"Цвет:Золотой;Объем памяти:256 ГБ;Регион поставки:Америка";;cD2UgMC1BPe9crflnDRM;676434885291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.284458
389099405271;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Золотой, Америка;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;115490;123;;;;ZTpscmlvxJMmu3YY0ZlO;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-06-28 09:13:56.284505
